village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.02.41.2009,Sinarbentang (Sinar Bentang),SINARBENTANG,SINARBENTANG,43181,43381,43181,different,different,match,api_matches_odj,yes,yes,
32.02.41.2010,Cibitung,CIBITUNG,CIBITUNG,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2011,Margaluyu,MARGALUYU,MARGALUYU,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.41.2012,Mekarsari,MEKARSARI,MEKARSARI,43181,43381,43181,different,different,match,api_matches_odj,yes,no,
32.02.42.2001,Curugkembar,CURUGKEMBAR,CURUGKEMBAR,43182,43382,43182,different,different,match,api_matches_odj,yes,no,
32.02.42.2002,Cimenteng,CIMENTENG,CIMENTENG,43182,43382,43182,different,different,match,api_matches_odj,yes,no,
32.02.42.2003,Tanjungsari,TANJUNGSARI,TANJUNGSARI,43182,43382,43182,different,different,match,api_matches_odj,yes,no,
32.02.42.2004,Sindangraja,SINDANGRAJA,SINDANGRAJA,43182,43382,43182,different,different,match,api_matches_odj,yes,no,
32.02.42.2005,Mekartanjung,MEKARTANJUNG,MEKARTANJUNG,43182,43382,43182,different,different,match,api_matches_odj,yes,no,
32.02.42.2006,Nagrakjaya,NAGRAKJAYA,NAGRAKJAYA,43182,43382,,diskominfo_only,different,source_postal_missing,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.42.2007,Bojong Tugu (Bojongtugu),BOJONG TUGU,BOJONGTUGU,43182,43382,43182,different,different,match,api_matches_odj,yes,yes,
32.02.43.2001,Cidolog,CIDOLOG,CIDOLOG,43184,43384,46352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.43.2002,Cipamingkis,CIPAMINGKIS,CIPAMINGKIS,43184,43384,43184,different,different,match,api_matches_odj,yes,no,
32.02.43.2003,Cikarang,CIKARANG,CIKARANG,43184,43384,43184,different,different,match,api_matches_odj,yes,no,
32.02.43.2004,Tegallega,TEGALLEGA,TEGALLEGA,43184,43384,43184,different,different,match,api_matches_odj,yes,no,
32.02.43.2005,Mekarjaya,MEKARJAYA,MEKARJAYA,43184,43384,43184,different,different,match,api_matches_odj,yes,no,
32.02.44.2001,Padasenang,PADASENANG,PADASENANG,43183,43383,43183,different,different,match,api_matches_odj,yes,no,
32.02.44.2002,Cidadap,CIDADAP,CIDADAP,43183,43383,43183,different,different,match,api_matches_odj,yes,no,
32.02.44.2003,Banjarsari,BANJARSARI,BANJARSARI,43183,43383,43183,different,different,match,api_matches_odj,yes,no,
32.02.44.2004,Hegarmulya,HEGARMULYA,HEGARMULYA,43183,43383,43183,different,different,match,api_matches_odj,yes,no,
32.02.44.2005,Tenjolaut,TENJOLAUT,TENJOLAUT,43183,43383,43183,different,different,match,api_matches_odj,yes,no,
32.02.44.2006,Mekartani,MEKARTANI,MEKARTANI,43183,43383,43183,different,different,match,api_matches_odj,yes,no,
32.02.45.2001,Tegalbuleud,TEGALBULEUD,TEGALBULEUD,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.45.2002,Bangbayang,BANGBAYANG,BANGBAYANG,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.45.2003,Sumberjaya,SUMBERJAYA,SUMBERJAYA,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.45.2004,Calingcing,CALINGCING,CALINGCING,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.45.2005,Nangela,NANGELA,NANGELA,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.45.2006,Rambay,RAMBAY,RAMBAY,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.45.2007,Buniasih,BUNIASIH,BUNIASIH,43186,43386,43186,different,different,match,api_matches_odj,yes,no,
32.02.46.2001,Cimanggu,CIMANGGU,CIMANGGU,43178,43347,42284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.46.2002,Sukamaju,SUKAMAJU,SUKAMAJU,43178,43347,43178,different,different,match,api_matches_odj,yes,no,
32.02.46.2003,Sukajadi,SUKAJADI,SUKAJADI,43178,43347,43178,different,different,match,api_matches_odj,yes,no,
32.02.46.2004,Karangmekar,KARANGMEKAR,KARANGMEKAR,43178,43347,43178,different,different,match,api_matches_odj,yes,no,
32.02.46.2005,Boregahindah (Boregah Indah),BOREGAHINDAH,BOREGAHINDAH,43178,43388,43178,different,different,match,api_matches_odj,yes,yes,
32.02.46.2006,Sukamanah,SUKAMANAH,SUKAMANAH,43178,43342,43178,different,different,match,api_matches_odj,yes,no,
32.02.47.2001,Ciambar,CIAMBAR,CIAMBAR,43356,43341,43356,different,different,match,api_matches_odj,yes,no,
32.02.47.2002,Ginanjar,GINANJAR,GINANJAR,43356,43341,43356,different,different,match,api_matches_odj,yes,no,
32.02.47.2003,Wangunjaya,WANGUNJAYA,WANGUNJAYA,43356,43391,43352,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.02.47.2004,Munjul,MUNJUL,MUNJUL,43356,43341,43356,different,different,match,api_matches_odj,yes,no,
32.02.47.2005,Ambarjaya,AMBARJAYA,AMBARJAYA,43356,43341,43356,different,different,match,api_matches_odj,yes,no,
32.02.47.2006,Cibunarjaya,CIBUNARJAYA,CIBUNARJAYA,43356,43341,43356,different,different,match,api_matches_odj,yes,no,
32.03.01.2001,Babakan Karet (Babakankaret),BABAKAN KARET,BABAKAN KARET,43211,43217,43211,different,different,match,api_matches_odj,yes,yes,
32.03.01.2002,Nagrak,NAGRAK,NAGRAK,43215,43219,43215,different,different,match,api_matches_odj,yes,no,
32.03.01.2003,Sukamaju,SUKAMAJU,SUKAMAJU,43211,43219,43211,different,different,match,api_matches_odj,yes,no,
32.03.01.2004,Mekarsari,MEKARSARI,MEKARSARI,43211,43218,43211,different,different,match,api_matches_odj,yes,no,
32.03.10.2003,Cibodas,CIBODAS,CIBODAS,43253,43254,43253,different,different,match,api_matches_odj,yes,no,
32.03.10.2010,Ciputri,CIPUTRI,CIPUTRI,43281,43253,43281,different,different,match,api_matches_odj,yes,no,
32.03.13.2007,Sukaresmi,SUKARESMI,SUKARESMI,43254,43254,42265,different,match,different,api_matches_diskominfo,yes,no,
32.03.18.2001,Pagelaran,PAGELARAN,PAGELARAN,43266,43266,42265,different,match,different,api_matches_diskominfo,yes,no,
32.03.25.2003,Sukasirna,SUKASIRNA,SUKASIRNA,43269,43278,43277,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2001,Kalapanunggal,KALAPANUNGGAL,KALAPANUNGGAL,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2002,Cikadu,CIKADU,CIKADU,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2003,Mekarwangi,MEKARWANGI,MEKARWANGI,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2004,Padaluyu,PADALUYU,PADALUYU,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2005,Sukamulya,SUKAMULYA,SUKAMULYA,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2006,Cisaranten,CISARANTEN,CISARANTEN,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2007,Mekarlaksana,MEKARLAKSANA,MEKARLAKSANA,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2008,Sukaluyu,SUKALUYU,SUKALUYU,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2009,Mekarjaya,MEKARJAYA,MEKARJAYA,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.26.2010,Sukamanah,SUKAMANAH,SUKAMANAH,43286,43276,43284,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.27.2001,Bangbayang,BANGBAYANG,BANGBAYANG,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2002,Songgom,SONGGOM,SONGGOM,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2003,Sukaratu,SUKARATU,SUKARATU,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2004,Cikancana,CIKANCANA,CIKANCANA,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2005,Kebonpeuteuy,KEBONPEUTEUY,KEBONPEUTEUY,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2006,Gekbrong,GEKBRONG,GEKBRONG,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2007,Cikahuripan,CIKAHURIPAN,CIKAHURIPAN,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.27.2008,Cintaasih,CINTAASIH,CINTAASIH,43261,43287,43261,different,different,match,api_matches_odj,yes,no,
32.03.28.2001,Cipanas,CIPANAS,CIPANAS,43253,43255,42372,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.28.2002,Cimacan,CIMACAN,CIMACAN,43253,43255,43253,different,different,match,api_matches_odj,yes,no,
32.03.28.2003,Ciloto,CILOTO,CILOTO,43253,43255,43253,different,different,match,api_matches_odj,yes,no,
32.03.28.2004,Sindanglaya,SINDANGLAYA,SINDANGLAYA,43253,43255,43253,different,different,match,api_matches_odj,yes,no,
32.03.28.2005,Batulawang,BATULAWANG,BATULAWANG,43253,43255,43253,different,different,match,api_matches_odj,yes,no,
32.03.28.2006,Palasari,PALASARI,PALASARI,43253,43255,43253,different,different,match,api_matches_odj,yes,no,
32.03.28.2007,Sindangjaya,SINDANGJAYA,SINDANGJAYA,43253,43255,43253,different,different,match,api_matches_odj,yes,no,
32.03.29.2001,Parakantugu,PARAKANTUGU,PARAKANTUGU,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2002,Cijati,CIJATI,CIJATI,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2003,Bojonglarang,BOJONGLARANG,BOJONGLARANG,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2004,Padaasih,PADAASIH,PADAASIH,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2005,Cibodas,CIBODAS,CIBODAS,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2006,Sukamahi,SUKAMAHI,SUKAMAHI,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2007,Sukaluyu,SUKALUYU,SUKALUYU,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2008,Caringin,CARINGIN,CARINGIN,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2009,Sinarbakti,SINARBAKTI,SINARBAKTI,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.29.2010,Sukamaju,SUKAMAJU,SUKAMAJU,43284,43269,43284,different,different,match,api_matches_odj,yes,no,
32.03.30.2001,Pusakasari,PUSAKASARI,PUSAKASARI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2002,Walahir,WALAHIR,WALAHIR,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2003,Purabaya,PURABAYA,PURABAYA,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2004,Puncakwangi,PUNCAKWANGI,PUNCAKWANGI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2005,Sukajaya,SUKAJAYA,SUKAJAYA,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2006,Nagasari,NAGASARI,NAGASARI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2007,Sukasirna,SUKASIRNA,SUKASIRNA,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2008,Sukamulya,SUKAMULYA,SUKAMULYA,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2009,Sirnasari,SIRNASARI,SIRNASARI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2010,Karyamukti,KARYAMUKTI,KARYAMUKTI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2011,Mandalawangi,MANDALAWANGI,MANDALAWANGI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.30.2012,Sindangsari,SINDANGSARI,SINDANGSARI,43273,43277,43273,different,different,match,api_matches_odj,yes,no,
32.03.31.2001,Haurwangi,HAURWANGI,HAURWANGI,43280,43286,43283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.31.2002,Cihea,CIHEA,CIHEA,43280,43286,43283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.31.2003,Ramasari,RAMASARI,RAMASARI,43280,43286,43283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.31.2004,Sukatani (Mekarwangi),MEKARWANGI/SUKATANI,MEKARWANGI/SUKATANI,43280,43286,,diskominfo_only,different,source_postal_missing,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.03.31.2005,Mekarwangi,MEKARWANGI,MEKARWANGI,43280,43286,43282,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.31.2006,Kertasari,KERTASARI,KERTASARI,43280,43286,43283,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.31.2007,Cipeuyeum,CIPEUYEUM,CIPEUYEUM,43280,43286,43282,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.31.2008,Kertamukti,KERTAMUKTI,KERTAMUKTI,43280,43286,43282,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.03.32.2001,Simpang,SIMPANG,SIMPANG,43266,43279,43266,different,different,match,api_matches_odj,yes,no,
32.03.32.2002,Kalibaru,KALIBARU,KALIBARU,43266,43279,43266,different,different,match,api_matches_odj,yes,no,
32.03.32.2003,Pusakajaya,PUSAKAJAYA,PUSAKAJAYA,43266,43279,43266,different,different,match,api_matches_odj,yes,no,
32.03.32.2004,Kubang,KUBANG,KUBANG,43267,43279,43267,different,different,match,api_matches_odj,yes,no,
32.03.32.2005,Girimukti,GIRIMUKTI,GIRIMUKTI,43267,43279,43267,different,different,match,api_matches_odj,yes,no,
32.03.32.2006,Karangjaya,KARANGJAYA,KARANGJAYA,43266,43279,43266,different,different,match,api_matches_odj,yes,no,
32.03.32.2007,Mekarmulya,MEKARMULYA,MEKARMULYA,43267,43279,43267,different,different,match,api_matches_odj,yes,no,
32.03.32.2008,Girijaya,GIRIJAYA,GIRIJAYA,43267,43279,43267,different,different,match,api_matches_odj,yes,no,
32.03.32.2009,Padamulya,PADAMULYA,PADAMULYA,43267,43279,43267,different,different,match,api_matches_odj,yes,no,
32.04.05.2001,Cileunyi Kulon,CILEUNYI KULON,CILEUNYI KULON,40621,40393,40621,different,different,match,api_matches_odj,yes,no,
32.04.05.2002,Cileunyi Wetan,CILEUNYI WETAN,CILEUNYI WETAN,40622,40393,40622,different,different,match,api_matches_odj,yes,no,
32.04.05.2003,Cimekar,CIMEKAR,CIMEKAR,40623,40393,40623,different,different,match,api_matches_odj,yes,no,
32.04.05.2004,Cinunuk,CINUNUK,CINUNUK,40624,40393,40624,different,different,match,api_matches_odj,yes,no,
32.04.05.2005,Cibiru Hilir,CIBIRU HILIR,CIBIRU HILIR,40626,40393,40626,different,different,match,api_matches_odj,yes,no,
32.04.05.2006,Cibiru Wetan,CIBIRU WETAN,CIBIRU WETAN,40625,40393,40625,different,different,match,api_matches_odj,yes,no,
32.04.07.2001,Jatiendah,JATIENDAH,JATIENDAH,40616,40392,40616,different,different,match,api_matches_odj,yes,no,
32.04.07.2002,Cilengkrang,CILENGKRANG,CILENGKRANG,40615,40392,40615,different,different,match,api_matches_odj,yes,no,
32.04.07.2003,Cipanjalu,CIPANJALU,CIPANJALU,40618,40392,40618,different,different,match,api_matches_odj,yes,no,
32.04.07.2004,Melatiwangi,MELATIWANGI,MELATIWANGI,40618,40392,40618,different,different,match,api_matches_odj,yes,no,
32.04.07.2005,Ciporeat,CIPOREAT,CIPOREAT,40617,40392,40617,different,different,match,api_matches_odj,yes,no,
32.04.07.2006,Girimekar,GIRIMEKAR,GIRIMEKAR,40619,40392,40619,different,different,match,api_matches_odj,yes,no,
32.04.08.2001,Lengkong,LENGKONG,LENGKONG,40287,40354,40287,different,different,match,api_matches_odj,yes,no,
32.04.08.2002,Bojongsoang,BOJONGSOANG,BOJONGSOANG,40288,40354,40288,different,different,match,api_matches_odj,yes,no,
32.04.08.2003,Buahbatu,BUAHBATU,BUAHBATU,40287,40354,40287,different,different,match,api_matches_odj,yes,no,
32.04.08.2004,Cipagalo,CIPAGALO,CIPAGALO,40287,40354,40287,different,different,match,api_matches_odj,yes,no,
32.04.08.2005,Bojongsari,BOJONGSARI,BOJONGSARI,40288,40354,40288,different,different,match,api_matches_odj,yes,no,
32.04.08.2006,Tegalluar,TEGALLUAR,TEGALLUAR,40287,40354,40287,different,different,match,api_matches_odj,yes,no,
32.04.09.1004,Sulaiman (Sulaeman),SULAIMAN,SULAIMAN,40229,40352,40229,different,different,match,api_matches_odj,yes,yes,
32.04.09.2001,Margahayu Tengah,MARGAHAYU TENGAH,MARGAHAYU TENGAH,40225,40352,40225,different,different,match,api_matches_odj,yes,no,
32.04.09.2002,Magahayu Selatan (Margahayu Selatan),MAGAHAYU SELATAN,MAGAHAYU SELATAN,40226,40352,40226,different,different,match,api_matches_odj,yes,yes,
32.04.09.2003,Sukamenak,SUKAMENAK,SUKAMENAK,40227,40352,40227,different,different,match,api_matches_odj,yes,no,
32.04.09.2005,Sayati,SAYATI,SAYATI,40228,40352,40228,different,different,match,api_matches_odj,yes,no,
32.04.10.2001,Margaasih,MARGAASIH,MARGAASIH,40215,40351,40215,different,different,match,api_matches_odj,yes,no,
32.04.10.2002,Lagadar,LAGADAR,LAGADAR,40216,40351,40216,different,different,match,api_matches_odj,yes,no,
32.04.10.2003,Nanjung,NANJUNG,NANJUNG,40217,40351,40217,different,different,match,api_matches_odj,yes,no,
32.04.10.2004,Mekarrahayu (Mekar Rahayu),MEKARRAHAYU,MEKARRAHAYU,40218,40351,40218,different,different,match,api_matches_odj,yes,yes,
32.04.10.2005,Rahayu,RAHAYU,RAHAYU,40218,40351,40218,different,different,match,api_matches_odj,yes,no,
32.04.10.2006,Cigondewah Hilir,CIGONDEWAH HILIR,CIGONDEWAH HILIR,40214,40351,40214,different,different,match,api_matches_odj,yes,no,
32.04.11.2001,Sangkanhurip,SANGKANHURIP,SANGKANHURIP,40921,40355,40921,different,different,match,api_matches_odj,yes,no,
